,Bus Stop,Trip ID,Scooter ID,EndLat,EndLong,End To Bus,StartLat,StartLong,Start to Bus
496,487,BRD517,PoweredMYJ2V,,,,36.1579,-86.7832,198.13023307398927
497,487,BRD655,PoweredE844Y,36.1581,-86.7838,123.03051846632395,,,
498,114,BRD899,PoweredJK1DE,36.1515,-86.7989,164.25559930047038,,,
499,4596,BRD964,PoweredKCIRK,36.1579,-86.784,207.54245207707245,,,
501,4596,BRD1090,PoweredKCIRK,,,,36.1576,-86.7842,137.85155152054207
502,4188,BRD1098,Powered89UBD,,,,36.162,-86.7744,201.1368868950618
503,4418,BRD1225,PoweredQFHN8,36.1667,-86.7825,187.1488356742307,,,
506,4188,BRD1345,PoweredJZ3XA,,,,36.1621,-86.7745,242.88169786647924
508,4188,BRD1435,PoweredHSTSG,36.1619,-86.7743,162.25656012932845,,,
509,4596,BRD1584,PoweredIBBZL,,,,36.1579,-86.784,207.54245207707245
511,4418,BRD1593,PoweredZSS93,36.1665,-86.7824,149.80164055837142,,,
514,4596,BRD1626,Powered4JJJC,,,,36.1579,-86.7841,180.47123492577492
516,4249,BRD388,PoweredTSDBK,,,,36.15,-86.801,233.7067828321262
517,4425,BRD86,PoweredELR5S,36.1672,-86.7813,161.9568565420005,,,
519,125,BRD141,Powered9Q272,36.1447,-86.7998,152.61841353200242,,,
520,4596,BRD166,Powered14K2M,36.1581,-86.7841,221.60746252305609,,,
522,4596,BRD535,Powered14K2M,,,,36.1577,-86.7839,222.36909609827438
523,4188,BRD534,PoweredZUCA8,,,,36.162,-86.7744,201.1368868950618
524,4592,BRD741,PoweredDULGY,,,,36.1382,-86.8008,190.19601398744814
526,4596,BRD878,PoweredPSP8C,,,,36.1572,-86.7842,223.49290151185332
527,114,BRD990,PoweredQA497,36.1506,-86.7987,193.1555372248678,,,
528,4596,BRD1579,PoweredPVTGC,,,,36.1574,-86.7846,107.10490214996945
529,487,BRD1562,PoweredEWYE6,,,,36.158,-86.7837,141.36534161651846
530,4429,BRD825,Powered3I7X6,36.1658,-86.7819,168.03116591815433,,,
531,4596,BRD1691,PoweredQ23RV,,,,36.1579,-86.7845,89.13242168541835
532,4596,BRD2016,PoweredDWYF9,36.1578,-86.7845,60.631562340217,,,
533,4249,BRD2175,PoweredXYYJI,,,,36.1496,-86.8005,41.10325331572981
534,4188,BRD87,PoweredVWZIH,36.1613,-86.7733,228.88132437292074,,,
535,4188,BRD359,PoweredNLTKH,,,,36.1615,-86.7738,111.19898753326471
537,4418,BRD549,PoweredEQDPG,36.166,-86.7819,199.05185454662384,,,
540,487,BRD737,PoweredR4NRA,,,,36.158,-86.7838,153.5142187806214
541,487,BRD1050,PoweredDSLMP,,,,36.1582,-86.7835,61.99976086827308
542,4596,BRD1121,PoweredM8VDW,,,,36.1576,-86.7842,137.85155152054207
543,4596,BRD1122,PoweredCVS39,,,,36.1577,-86.7844,74.98837077714887
544,4422,BRD1217,PoweredYQC4A,36.166,-86.7808,223.1138127384162,,,
545,4249,BRD1465,PoweredIZS1B,36.1494,-86.8007,61.492399675222565,,,
546,4188,BRD1976,PoweredHGSWB,36.1619,-86.7744,191.13998873829118,,,
547,487,BRD2060,PoweredVKNLK,,,,36.1581,-86.7836,98.54268301348797
548,4188,BRD2063,PoweredDBUMF,36.162,-86.7741,122.68189666894206,,,
549,4188,BRD2062,PoweredJ5RPU,36.1612,-86.7736,225.41296407143247,,,
550,4596,BRD1061,PoweredNYLRW,,,,36.1576,-86.7843,109.44024492795153
551,4418,BRD1364,PoweredNHD6Y,,,,36.166,-86.7821,208.02140506107972
554,4188,BRD1385,Powered9Q272,,,,36.162,-86.7742,147.5816942114313
555,4592,BRD2052,Powered85FCG,,,,36.1384,-86.8009,135.8236699354265
557,4592,BRD2053,PoweredS96FV,,,,36.1383,-86.801,182.70418903382532
559,114,BRD2341,PoweredTQ8YP,36.1511,-86.7993,83.50210855146362,,,
560,4188,BRD2430,Powered2LGVB,36.162,-86.7742,147.5816942114313,,,
561,4188,BRD2428,PoweredC8HZA,36.162,-86.7742,147.5816942114313,,,
562,4188,BRD2435,PoweredXP76R,36.162,-86.7744,201.1368868950618,,,
563,4596,BRD186,PoweredJ9HYG,,,,36.1577,-86.7843,104.45119479280218
564,4596,BRD315,PoweredJKTJS,,,,36.1577,-86.7843,104.45119479280218
566,4188,BRD440,PoweredJHYH1,36.1621,-86.7742,168.43302915704103,,,
567,4596,BRD514,PoweredHNLXG,36.1581,-86.7842,200.8605494660165,,,
569,4596,BRD627,PoweredD9KGK,,,,36.1578,-86.784,196.9911469455777
571,120,BRD745,Powered3SWBI,,,,36.1377,-86.8007,246.5056232393242
572,120,BRD746,PoweredWVGK5,,,,36.1377,-86.8007,246.5056232393242
573,4596,BRD797,PoweredI53L5,,,,36.1577,-86.7843,104.45119479280218
574,4418,BRD978,PoweredA2NPK,,,,36.1659,-86.7819,235.573282496463
576,487,BRD1343,PoweredE2EHV,,,,36.1584,-86.7834,44.24070848749825
577,4596,BRD1511,PoweredJ9HYG,,,,36.1579,-86.7841,180.47123492577492
579,4249,BRD1823,Powered5M4PV,,,,36.1496,-86.8009,118.34148725328056
580,4596,BRD1891,Powered9EDXY,36.1582,-86.7843,213.51995739251754,,,
582,4592,BRD2409,PoweredD9KGK,36.1389,-86.8005,81.94821483648957,,,
584,487,BRD2660,PoweredRQ797,36.158,-86.7837,141.36534161651846,,,
585,4188,BRD2659,PoweredXPVXA,,,,36.1621,-86.7744,216.89940592734604
586,4188,BRD2699,Powered6EACV,,,,36.1619,-86.7742,133.63674894462997
587,4596,BRD2729,Powered9EDXY,,,,36.1582,-86.7841,247.75289588895882
589,4592,BRD2858,Powered6YYXQ,,,,36.1387,-86.8011,137.74641025873308
591,4592,BRD2857,Powered973A3,,,,36.1381,-86.8006,220.44430191964273
593,487,BRD3010,PoweredHIZR6,36.1588,-86.783,225.51400691978455,,,
594,120,BRD3057,PoweredDSLMP,,,,36.1378,-86.8006,209.00816338772063
595,487,BRD3237,PoweredNNSFG,36.1585,-86.7831,139.77312866326577,,,
596,487,BRD3220,PoweredNTCGG,,,,36.1582,-86.7836,62.83560652522676
597,4596,BRD3444,Powered81XNI,,,,36.1583,-86.7846,223.35420528415273
598,487,BRD3508,PoweredGZWDZ,,,,36.1578,-86.7838,220.06837186400406
599,4188,BRD3591,PoweredKIZWG,36.162,-86.7741,122.68189666894206,,,
600,4188,BRD376,Powered759ZF,36.1613,-86.7736,189.89030275439072,,,
601,4429,BRD749,PoweredREKLS,,,,36.1658,-86.7817,174.22886237093238
603,4429,BRD750,PoweredS8WDL,36.1657,-86.7819,204.48309439375976,,,
604,4188,BRD813,PoweredXUYDY,,,,36.1612,-86.7738,220.49938589757534
605,4596,BRD917,PoweredLNY59,,,,36.1576,-86.7842,137.85155152054207
607,4188,BRD1044,PoweredSWUJM,,,,36.1612,-86.7736,225.41296407143247
608,4188,BRD1029,PoweredQ23RV,36.1624,-86.7741,239.61368024657295,,,
609,4188,BRD1064,Powered94NCL,36.162,-86.7744,201.1368868950618,,,
610,4249,BRD1078,PoweredJEWR3,36.1497,-86.8013,241.75603791716495,,,
611,4188,BRD1406,PoweredNL9M4,36.162,-86.7743,173.9216958877437,,,
612,4596,BRD2119,PoweredHVTZJ,36.1579,-86.7847,77.88702987456197,,,
613,4188,BRD2457,Powered3CSRA,,,,36.1619,-86.7745,220.18331598706826
614,4596,BRD2410,PoweredJWSYG,,,,36.1576,-86.7841,166.63737055478745
615,4249,BRD2524,Powered49B9H,36.1492,-86.80029999999998,124.36125196300405,,,
616,4592,BRD2710,PoweredEYEFW,36.1383,-86.801,182.70418903382532,,,
618,4188,BRD2862,PoweredAF8AN,36.1613,-86.7737,184.6438803505528,,,
619,4188,BRD2892,PoweredDJW31,,,,36.1614,-86.7737,148.35242097990897
620,4188,BRD2911,Powered8NPNR,36.1618,-86.7741,99.3752084379625,,,
621,4596,BRD3187,PoweredF64IS,36.1576,-86.7846,36.52393519511057,,,
622,4418,BRD3411,PoweredYTJ3T,,,,36.1663,-86.7817,106.35919927303097
628,4188,BRD3605,PoweredJUYYK,,,,36.1619,-86.7743,162.25656012932845
629,4188,BRD4479,PoweredLR18I,,,,36.1614,-86.7741,177.58839255132142
630,487,BRD4675,PoweredQ6NDE,36.1584,-86.7828,219.73952381657767,,,
631,487,BRD4668,PoweredCVS39,36.1583,-86.7828,220.70876784419733,,,
632,4188,BRD4903,PoweredJWVLS,,,,36.1614,-86.7743,216.18432417299778
633,4596,BRD5105,PoweredQV6SC,36.1577,-86.7847,14.047533255490785,,,
634,4596,BRD5108,PoweredV152F,36.1578,-86.7844,84.99353166252205,,,
635,487,BRD5104,Powered9AJ4F,,,,36.1581,-86.7833,120.89165525748761
636,4596,BRD5210,PoweredSBUAY,36.1579,-86.784,207.54245207707245,,,
638,4188,BRD5452,PoweredW8U75,36.162,-86.7744,201.1368868950618,,,
639,4188,BRD5899,Powered9UMLZ,36.1612,-86.7736,225.41296407143247,,,
640,4188,BRD6172,PoweredRHKYQ,,,,36.1614,-86.7737,148.35242097990897
641,4188,BRD116,PoweredCBE8P,36.1615,-86.7739,117.80517716001322,,,
642,4616,BRD363,PoweredDEB7M,36.1689,-86.7872,189.74350765568406,,,
643,4188,BRD438,PoweredAC7JS,,,,36.1615,-86.774,130.88088832931885
644,4188,BRD433,PoweredJJI18,,,,36.1619,-86.7743,162.25656012932845
645,487,BRD835,PoweredLN72F,,,,36.1582,-86.7834,74.01809851578957
646,4188,BRD1442,PoweredS12WG,,,,36.1613,-86.7737,184.6438803505528
647,4188,BRD1776,PoweredYZ6EH,36.1612,-86.7737,221.01139639337498,,,
648,4188,BRD2025,Powered2V4MT,,,,36.1622,-86.7742,193.97620266649753
649,4596,BRD2096,PoweredGB8TE,,,,36.1577,-86.7841,163.40403302674062
650,4188,BRD2240,PoweredMNK7N,,,,36.1619,-86.7744,191.13998873829118
652,487,BRD2312,PoweredNQGZ7,36.1586,-86.7828,235.44620131406884,,,
653,4188,BRD2429,PoweredP9C2I,36.1616,-86.7739,84.43128849625302,,,
654,4188,BRD2625,Powered4NTVQ,,,,36.1619,-86.7745,220.18331598706826
655,4188,BRD2623,PoweredQV6SC,,,,36.162,-86.7741,122.68189666894206
656,4188,BRD2656,PoweredUF71S,,,,36.1617,-86.7743,162.74925637860935
657,4596,BRD2710,Powered244EW,,,,36.158,-86.7839,249.50559186557646
659,4596,BRD2711,PoweredGLH24,,,,36.158,-86.7842,175.33132128897614
663,4188,BRD2865,PoweredTDTF6,,,,36.1621,-86.7741,147.10603386407732
664,125,BRD854,Powered366LL,36.1441,-86.8001,99.98020279929516,,,
667,487,BRD3376,PoweredIX7MH,36.1583,-86.7831,133.12587709019897,,,
668,4188,BRD3571,Powered8NJ5U,36.1622,-86.7744,237.281289524888,,,
669,4188,BRD3816,Powered4RX9E,36.1623,-86.774,194.50326663505322,,,
670,4592,BRD3926,PoweredQ9PMB,36.1388,-86.8005,52.85749614349076,,,
672,4249,BRD4172,PoweredS3R37,36.1498,-86.7999,216.00380238508308,,,
673,4188,BRD64,PoweredJ9HYG,36.1623,-86.7742,222.60189158567567,,,
674,487,BRD155,PoweredUJAR4,,,,36.1582,-86.7835,61.99976086827308
675,114,BRD523,PoweredQWDF2,36.1513,-86.7993,119.95390088094022,,,
676,487,BRD920,PoweredLQUBA,36.158,-86.7836,134.68763992637207,,,
677,4596,BRD1128,PoweredNKM2G,36.1578,-86.7842,139.77322758114522,,,
678,120,BRD1199,PoweredBF16Y,,,,36.1377,-86.8007,246.5056232393242
679,4596,BRD1496,PoweredA5RBD,36.1579,-86.7842,154.2884868147753,,,
680,4596,BRD2082,PoweredQDRMQ,,,,36.1577,-86.7843,104.45119479280218
681,4188,BRD2099,PoweredIW2UR,,,,36.162,-86.7744,201.1368868950618
682,4188,BRD2330,PoweredBC6HD,,,,36.162,-86.7744,201.1368868950618
683,487,BRD2395,PoweredU6WYW,,,,36.1582,-86.7835,61.99976086827308
684,4188,BRD2477,PoweredMFD6L,,,,36.1621,-86.7745,242.88169786647924
685,4188,BRD2605,Powered83YJQ,,,,36.162,-86.7743,173.9216958877437
686,4596,BRD2633,PoweredBXSER,36.1581,-86.7842,200.8605494660165,,,
688,125,BRD104,PoweredSBUAY,36.144,-86.8001,127.43072653677172,,,
689,125,BRD159,Powered56H9Z,,,,36.1448,-86.7996,202.25800203665628
690,487,BRD241,PoweredQ9SF3,,,,36.1582,-86.7835,61.99976086827308
691,4592,BRD251,Powered8KKHS,,,,36.1389,-86.8006,72.60426855789633
693,487,BRD411,Powered588FR,,,,36.1583,-86.7833,75.88042561622811
694,4596,BRD467,Powered67YCM,,,,36.1577,-86.7844,74.98837077714887
695,4596,BRD466,Powered1NNHR,,,,36.1577,-86.7844,74.98837077714887
696,4188,BRD484,PoweredM8ZIN,,,,36.1621,-86.7742,168.43302915704103
697,4596,BRD568,PoweredSNB79,36.1578,-86.7841,168.23048415619212,,,
698,487,BRD955,PoweredMIDP7,,,,36.1582,-86.7834,74.01809851578957
699,4596,BRD987,PoweredI4464,,,,36.1573,-86.7842,195.47618976518638
700,4188,BRD1086,PoweredNJ1SM,36.1617,-86.7737,41.954664456567485,,,
701,4249,BRD792,Powered369H2,,,,36.1489,-86.8009,242.14938859180992
702,4425,BRD1108,PoweredWT5CA,36.1673,-86.7814,194.42731396273334,,,
704,4616,BRD1127,PoweredXH12S,,,,36.1681,-86.7863,205.7886183406683
706,487,BRD1380,PoweredMBMD8,36.1584,-86.7827,249.1856602646159,,,
707,4596,BRD1395,PoweredL5LJY,,,,36.1577,-86.7839,222.36909609827438
708,4596,BRD1446,PoweredMBMD8,,,,36.1576,-86.7845,56.059263311107124
709,4596,BRD1445,PoweredNRYJE,,,,36.1577,-86.7843,104.45119479280218
710,4418,BRD1621,PoweredPBHTA,,,,36.1669,-86.7826,244.98669774500317
712,4429,BRD1620,PoweredRZ3TK,,,,36.1659,-86.7822,164.8691128956996
713,4188,BRD1705,PoweredWSITQ,,,,36.1618,-86.7741,99.3752084379625
714,4249,BRD2132,PoweredU8GCD,,,,36.1499,-86.8008,170.8953538074675
715,4188,BRD2235,Powered9L27C,,,,36.1623,-86.7742,222.60189158567567
716,114,BRD2273,PoweredLSWU7,,,,36.1517,-86.7989,236.08955184954377
717,4596,BRD276,Powered18Q6W,,,,36.1573,-86.7842,195.47618976518638
718,4592,BRD320,Powered5DQX9,36.139,-86.801,153.24278890218255,,,
719,125,BRD481,Powered8TZYY,36.1439,-86.7998,140.9881497805044,,,
720,4592,BRD534,PoweredLLBGB,36.1388,-86.8006,36.73939242711056,,,
722,4592,BRD580,PoweredLLBGB,,,,36.1387,-86.8004,68.73228449611898
724,120,BRD690,PoweredBSKA2,36.1377,-86.8005,248.05362358363118,,,
725,4422,BRD793,PoweredBHD3A,,,,36.1662,-86.7809,147.3945565812102
726,4422,BRD861,PoweredVL7YG,,,,36.1661,-86.7808,194.28892506162958
727,4596,BRD1126,PoweredSDPGT,,,,36.1574,-86.784,220.02184591344042
729,4188,BRD1224,PoweredET8PJ,36.1615,-86.7738,111.19898753326471,,,
730,4596,BRD1808,PoweredB2EUP,,,,36.158,-86.7844,135.75142322813738
731,4596,BRD2360,PoweredXYD1P,,,,36.1573,-86.7845,149.5007385473986
732,4429,BRD2953,PoweredVV385,36.1658,-86.7824,230.99524529826564,,,
733,125,BRD2387,PoweredTHZ7B,36.1446,-86.8006,249.75631062067538,,,
734,4592,BRD2677,Powered6349E,,,,36.1388,-86.801,113.896598792864
738,4418,BRD2756,PoweredV67XI,36.166,-86.782,201.43962934396131,,,
741,4422,BRD2921,PoweredISXDY,36.1665,-86.7809,98.18450546852952,,,
744,4592,BRD2919,PoweredARGIS,,,,36.1388,-86.8012,170.9481481747156
746,4422,BRD2923,Powered3B46L,36.1664,-86.7808,132.89072044213714,,,
749,4249,BRD3065,PoweredMF7KF,36.1491,-86.8005,142.2334749563092,,,
750,4616,BRD307,PoweredSWZNC,36.168,-86.7863,235.41658065927885,,,
751,4249,BRD349,PoweredT2XVH,,,,36.1498,-86.7998,241.58650461450057
752,125,BRD367,PoweredJB8WZ,36.1441,-86.8,80.61817897083277,,,
753,125,BRD458,PoweredN7RR1,36.1439,-86.7997,146.96918964356448,,,
754,487,BRD460,Powered7S2UU,36.1582,-86.7835,61.99976086827308,,,
755,4422,BRD473,Powered9EITY,,,,36.1671,-86.7811,222.25524307920577
758,4249,BRD629,PoweredQ23RV,36.1497,-86.801,160.39691563893805,,,
759,4596,BRD668,PoweredZ4CAV,,,,36.1577,-86.7846,16.33696116994903
760,4596,BRD667,PoweredJR29W,,,,36.1578,-86.7846,43.21513397510122
761,4422,BRD701,Powered9WJSI,36.1671,-86.7812,218.98468856247007,,,
764,114,BRD1002,Powered21QXZ,36.1513,-86.7995,166.0522149371987,,,
765,4596,BRD1044,PoweredWT1RT,,,,36.1573,-86.7842,195.47618976518638
766,4596,BRD1542,Powered7N943,,,,36.1579,-86.7842,154.2884868147753
767,4418,BRD1323,PoweredDHHHD,36.1662,-86.7817,138.49965694418572,,,
773,125,BRD1382,Powered16JFM,36.1437,-86.7998,213.77911122918147,,,
774,4596,BRD1480,Powered5DIYX,36.158,-86.7842,175.33132128897614,,,
776,125,BRD1517,Powered16JFM,36.1441,-86.7997,80.29383836450994,,,
777,4422,BRD3225,PoweredXTGEZ,,,,36.1669,-86.7811,150.90799050694307
780,4249,BRD2195,PoweredNJ1SM,36.1491,-86.7999,232.25182398348937,,,
781,4592,BRD4259,PoweredNFMKY,,,,36.1385,-86.8006,74.7764044441917
783,4596,BRD20,PoweredLIRL1,36.1574,-86.7845,115.23935021903316,,,
784,4429,BRD180,PoweredRDFHC,36.1658,-86.7821,181.84631138904032,,,
785,4425,BRD445,PoweredJGX2R,,,,36.1673,-86.7815,195.5863822163301
787,4425,BRD480,PoweredHGA7P,,,,36.1673,-86.7814,194.42731396273334
789,4425,BRD478,PoweredCT7NB,,,,36.1673,-86.7814,194.42731396273334
791,4429,BRD545,Powered1EUQX,36.1657,-86.782,208.23253345473032,,,
792,4422,BRD543,PoweredCWRXS,36.1659,-86.7816,244.72217802369425,,,
794,4418,BRD623,PoweredBQ4KA,36.166,-86.7819,199.05185454662384,,,
797,4425,BRD683,PoweredINP6E,,,,36.1673,-86.7815,195.5863822163301
799,4425,BRD743,PoweredC8HZA,,,,36.1673,-86.7814,194.42731396273334
801,4422,BRD1326,PoweredUY3IF,36.1671,-86.7812,218.98468856247007,,,
804,4422,BRD1116,Powered7BK62,36.166,-86.781,195.44831398327057,,,
805,4596,BRD880,PoweredVQK87,,,,36.1578,-86.7842,139.77322758114522
806,4418,BRD1010,PoweredECTMD,,,,36.1667,-86.7827,244.00839858153395
808,4425,BRD976,PoweredFMAGN,,,,36.1672,-86.7815,159.3595427524386
810,4418,BRD1042,PoweredLW536,,,,36.1667,-86.7824,159.29533355929075
813,4429,BRD1040,PoweredAPID7,36.1657,-86.7819,204.48309439375976,,,
814,4429,BRD1035,PoweredYAFAR,,,,36.1657,-86.7819,204.48309439375976
815,4418,BRD1098,Powered4P19Z,,,,36.1659,-86.7821,243.19958932857253
817,4425,BRD1213,PoweredEFTDY,36.1672,-86.7814,157.9348308505915,,,
819,4422,BRD1187,Powered48Z8A,36.1665,-86.7809,98.18450546852952,,,
822,4418,BRD1238,PoweredMJFU4,36.1661,-86.7817,172.3942682444698,,,
826,4418,BRD1251,Powered61HSN,36.1661,-86.7813,239.14674318373645,,,
830,4418,BRD1253,Powered3PXX9,36.166,-86.7823,232.1184137784537,,,
833,4425,BRD1331,PoweredJGX2R,36.1674,-86.7815,231.9059184171813,,,
835,4188,BRD1332,PoweredMHHRQ,36.1621,-86.7745,242.88169786647924,,,
836,4422,BRD2506,PoweredI1IHY,36.1659,-86.7813,220.38603565056744,,,
838,4422,BRD1390,PoweredD4Y71,36.1664,-86.7807,161.42432597799296,,,
839,4431,BRD1482,PoweredHNLXG,,,,36.1669,-86.7827,236.44099058094156
840,4592,BRD1525,PoweredUW5JM,,,,36.1382,-86.8008,190.19601398744814
844,4425,BRD1688,PoweredHHISN,,,,36.1674,-86.7815,231.9059184171813
846,4425,BRD1700,PoweredUY3IF,,,,36.1674,-86.7816,236.58205370029606
848,4422,BRD1712,PoweredRFD5A,36.1664,-86.7809,104.88452443728987,,,
851,4418,BRD1711,Powered42MYM,36.1662,-86.7814,192.81500278411684,,,
857,4422,BRD1816,PoweredQKG4E,36.1662,-86.7806,216.6075435159806,,,
860,4418,BRD1874,PoweredASR1Z,,,,36.166,-86.782,201.43962934396131
863,4596,BRD2160,Powered8XKIQ,36.1578,-86.7843,111.85119589643159,,,
864,4616,BRD556,PoweredIGU8N,,,,36.1688,-86.7875,244.45333232227892
865,4188,BRD2320,Powered4IJFP,36.162,-86.7745,228.9153323291749,,,
866,4188,BRD2416,PoweredIPW9L,36.1619,-86.7746,249.33067067160204,,,
867,125,BRD2346,PoweredFNGIN,36.1439,-86.7994,192.88567211534792,,,
868,4596,BRD6137,PoweredDZ2M7,,,,36.1582,-86.7843,213.51995739251754
870,4425,BRD2618,PoweredYQI1V,,,,36.1673,-86.7814,194.42731396273334
872,4418,BRD2684,PoweredJTFZ9,36.1659,-86.7819,235.573282496463,,,
874,114,BRD2681,PoweredRQHRV,36.1516,-86.7995,242.29308657823395,,,
875,4592,BRD2978,PoweredBLX3S,36.1391,-86.8008,153.1316880176351,,,
876,4422,BRD3183,PoweredTCFDQ,,,,36.1665,-86.7808,127.66898108540674
879,125,BRD3176,PoweredPWQSX,36.144,-86.7997,112.64832475054533,,,
880,114,BRD3209,PoweredK43ZC,,,,36.1517,-86.7989,236.08955184954377
881,4596,BRD3339,PoweredQKG4E,,,,36.1574,-86.7844,129.72216468558338
882,125,BRD4415,PoweredSWFCK,36.1442,-86.7995,107.40525065698877,,,
883,4418,BRD3743,PoweredJIRDL,36.167,-86.7814,221.1685359435175,,,
888,125,BRD3957,PoweredAZVLL,36.1441,-86.7991,230.89822613671436,,,
889,125,BRD3962,PoweredIKWFU,36.144,-86.8,112.87973882368095,,,
890,4592,BRD4102,PoweredK48JN,,,,36.1388,-86.801,113.896598792864
892,4188,BRD4190,Powered7415I,,,,36.1613,-86.7741,208.86017108243212
893,4249,BRD4375,PoweredQFQ1D,36.1492,-86.8011,200.2406226308469,,,
894,4418,BRD217,PoweredXH6X1,36.1661,-86.7815,199.94520310191157,,,
899,4425,BRD189,PoweredYQI1V,,,,36.1674,-86.7817,244.74566898805662
901,4596,BRD250,Powered592MA,,,,36.1579,-86.7848,87.95396408567095
903,4596,BRD357,PoweredL475L,36.158,-86.7843,153.99748381628999,,,
904,4249,BRD633,Powered74YE6,36.1494,-86.8006,39.65125075461758,,,
905,4422,BRD899,PoweredDCP9Y,,,,36.167,-86.7811,186.41735652896995
911,4188,BRD703,Powered7V1G3,36.1618,-86.7739,40.41122416749265,,,
912,4188,BRD796,Powered48ZXT,,,,36.1613,-86.7741,208.86017108243212
914,4425,BRD830,PoweredTBK3W,,,,36.1674,-86.7816,236.58205370029606
916,4422,BRD831,Powered4K92I,36.1665,-86.7809,98.18450546852952,,,
919,4425,BRD865,Powered7EA95,,,,36.1674,-86.7816,236.58205370029606
923,4425,BRD904,PoweredCT7NB,,,,36.1672,-86.7811,184.44306850453842
925,4425,BRD947,PoweredHYD44,36.1674,-86.7816,236.58205370029606,,,
927,4422,BRD970,PoweredWSNJF,,,,36.1663,-86.7805,228.24983364408914
928,4430,BRD985,PoweredHYD44,,,,36.1674,-86.7818,241.4032451453554
929,4425,BRD990,PoweredVS299,,,,36.1672,-86.7808,242.36969930979336
931,4249,BRD1066,PoweredKZ1X8,36.1496,-86.80029999999998,77.25605534052076,,,
932,4418,BRD1091,PoweredLQ3RJ,,,,36.167,-86.7813,241.64291889897672
937,4422,BRD1095,PoweredHY38F,,,,36.166,-86.7813,184.03990036768582
939,4596,BRD1195,PoweredZR2W7,36.158,-86.7842,175.33132128897614,,,
941,4418,BRD1226,PoweredXH6X1,,,,36.1659,-86.782,237.59430994442937
943,4422,BRD1299,PoweredPRU8Z,,,,36.1671,-86.7812,218.98468856247007
946,120,BRD1394,PoweredL921X,,,,36.1378,-86.8007,210.17040150267917
947,4596,BRD1482,PoweredGJUXJ,,,,36.1579,-86.784,207.54245207707245
949,4592,BRD1489,PoweredZT7PG,,,,36.1381,-86.8008,225.6705589429607
951,4422,BRD1529,PoweredZU3JX,36.1663,-86.7808,147.26938403511477,,,
952,4425,BRD1639,PoweredTNCMB,36.1674,-86.7814,230.92921660101933,,,
954,4422,BRD1635,Powered14477,36.167,-86.781,194.76449348474182,,,
957,4425,BRD1683,Powered14477,,,,36.1674,-86.7811,249.8081556808832
959,4592,BRD1127,PoweredGXWA2,36.1383,-86.8011,201.5845356163244,,,
961,4592,BRD2323,PoweredYEATT,36.1386,-86.8012,171.4158856104899,,,
963,4596,BRD3443,PoweredAHUWD,36.1579,-86.7844,107.20213684135553,,,
964,4425,BRD2770,PoweredZDM7Y,,,,36.1673,-86.7815,195.5863822163301
966,4418,BRD2695,Powered2VPG6,36.1661,-86.7821,173.39989251385612,,,
969,4418,BRD2692,PoweredCT7NB,36.1662,-86.7821,139.749395455864,,,
972,4425,BRD2906,Powered7SPQQ,,,,36.1674,-86.7816,236.58205370029606
974,4418,BRD320,Powered5R7MI,,,,36.1669,-86.7815,174.28148162115704
979,4616,BRD3115,PoweredIV1CG,,,,36.1681,-86.7866,165.6252174932781
980,4592,BRD1308,PoweredGXWA2,,,,36.1386,-86.8008,61.97858055390507
984,4188,BRD3358,Powered1944L,36.1617,-86.7738,39.168062971040975,,,
985,4596,BRD3400,PoweredZBKTS,,,,36.1576,-86.7847,35.55888979862714
986,114,BRD3766,Powered6SN6J,,,,36.1514,-86.799,123.96529909084715
987,4596,BRD3875,PoweredMGR88,,,,36.1576,-86.7847,35.55888979862714
988,4596,BRD3876,PoweredAHUWD,,,,36.1578,-86.7843,111.85119589643159
989,4418,BRD4091,PoweredFJ32D,,,,36.167,-86.7813,241.64291889897672
994,4596,BRD4163,Powered7FVUZ,36.1578,-86.7844,84.99353166252205,,,
995,487,BRD4164,Powered9KWG4,36.1582,-86.7836,62.83560652522676,,,
996,4418,BRD4323,PoweredL921X,36.166,-86.782,201.43962934396131,,,
999,487,BRD4444,PoweredRJ9S7,36.158,-86.7832,167.80263246421222,,,
1000,487,BRD5060,PoweredGJUXJ,36.1584,-86.783,160.89291496433768,,,
1001,4592,BRD5330,Powered4819J,36.1387,-86.80029999999998,98.22474819212681,,,
1003,4188,BRD5315,PoweredEVWKZ,36.1615,-86.7731,224.6431895670174,,,
1004,4592,BRD5329,PoweredZT7PG,36.1387,-86.8002,127.71842310728388,,,
1006,487,BRD5,PoweredFE3VP,,,,36.158,-86.7833,151.80546281084384
1007,4418,BRD350,PoweredIBPH6,,,,36.1659,-86.782,237.59430994442937
1009,4596,BRD482,Powered7IYBL,,,,36.1581,-86.784,244.15946311871252
1011,4188,BRD564,Powered95IKL,36.1618,-86.7744,187.83156381647981,,,
1012,4616,BRD557,PoweredUHS86,,,,36.168,-86.7872,240.0241931284158
1013,4596,BRD615,Powered7IYBL,,,,36.1581,-86.7842,200.8605494660165
1015,4429,BRD731,Powered5R7MI,36.1657,-86.7818,204.9502232674793,,,
1016,4418,BRD839,PoweredEP18X,36.166,-86.782,201.43962934396131,,,
1019,4429,BRD893,PoweredBXKI9,,,,36.1658,-86.7819,168.03116591815433
1020,114,BRD890,Powered5DIYX,36.1512,-86.7994,122.75755586800919,,,
