,Bus Stop,Trip ID,Scooter ID,EndLat,EndLong,End To Bus,StartLat,StartLong,Start to Bus
13863,4188,LIM787742,PoweredFHHNQFACULDAS,,,,36.162038,-86.774199,154.5772866816382
13865,4188,LIM787830,PoweredSFTQ2XO3ARU2D,,,,36.161999,-86.774231,155.4579200421595
13867,4188,LIM787849,PoweredXUFMBW5RE67R3,36.162092,-86.774517,246.1096986293106,,,
13868,4188,LIM787894,PoweredZ6HF5P5HCJCT5,,,,36.162047,-86.774181,152.0942434931222
13869,4188,LIM788001,Powered2ZA4GQSKRFQEO,36.162072,-86.774356,200.5642098798504,,,
13870,4429,LIM788034,PoweredOQYNOUBQPNGUS,,,,36.165733,-86.78238,245.6057581051597
13871,4188,LIM788074,PoweredRGN5M5447W33N,,,,36.162099,-86.774318,196.1324956105118
13872,4418,LIM788070,PoweredBYKFOWELGPKH6,,,,36.16679,-86.78229,146.86888308582317
13876,4188,LIM788090,PoweredWVS6DUXHFGAKP,,,,36.161198,-86.773774,220.98356462770522
13877,4188,LIM788124,Powered2ZA4GQSKRFQEO,,,,36.162034,-86.774183,149.8489629044309
13879,4188,LIM788207,PoweredQ5ZOET3SIBEET,36.162114,-86.774465,236.11003829873954,,,
13880,4596,LIM788326,PoweredJEV42ISYX64XG,36.15766,-86.784666,11.513915634958474,,,
13881,4596,LIM788436,PoweredC7MTAEJR5C2Y7,36.157693,-86.784643,3.4237275222411325,,,
13882,4188,LIM788506,PoweredQDVYGLDL6ZQDU,,,,36.161389,-86.773639,155.5602133586631
13883,487,LIM788597,PoweredFBBUBU577UOSX,36.158288,-86.782913,188.23554131603595,,,
13884,4616,LIM788640,PoweredXAWTTKDPCXJWI,36.168865,-86.786901,128.27987220926542,,,
13885,4616,LIM788642,PoweredEF66WRDLYZLGU,36.168873,-86.786874,128.24471937342656,,,
13886,4596,LIM788686,PoweredAQT6LIBWPL2AW,36.157635,-86.784623,22.06944501275537,,,
13887,4418,LIM788690,PoweredIJN2BOH72FXRU,36.166015,-86.782131,205.69519836231436,,,
13890,4616,LIM788743,Powered7M3T22ARGWDOQ,36.168572,-86.78639,102.68143148417235,,,
13891,4429,LIM788784,PoweredIJN2BOH72FXRU,,,,36.165865,-86.782096,159.71089218699203
13892,4616,LIM788796,Powered7M3T22ARGWDOQ,,,,36.1685,-86.7865,71.09899147905806
13893,487,LIM788820,PoweredZ4WPML62Z56WJ,36.157958,-86.782997,219.59352873204276,,,
13894,4596,LIM788943,PoweredIMFKPJHINI3JA,,,,36.157926,-86.784013,207.74204154972472
13896,4596,LIM788967,PoweredVW4PNNV3UKVWX,,,,36.157879,-86.784278,130.60591494835717
13897,4596,LIM789972,PoweredOWWGOR5KA6ZLV,36.15795,-86.78389,244.48206397824939,,,
13899,487,LIM789166,PoweredOLK3AVFJN3HQ6,36.157926,-86.783838,182.59164607533057,,,
13900,4596,LIM789196,PoweredAQT6LIBWPL2AW,,,,36.157734,-86.784701,21.22073392494544
13901,487,LIM789207,PoweredOLK3AVFJN3HQ6,,,,36.158347,-86.783075,138.47127568874507
13902,4249,LIM789276,PoweredOWWGOR5KA6ZLV,,,,36.149582,-86.79982,210.08571410178413
13904,487,LIM789318,PoweredOI2OWTC2ROJQ4,36.158159,-86.783608,77.92102078509873,,,
13905,487,LIM789353,PoweredOI2OWTC2ROJQ4,,,,36.158176,-86.783522,69.69490161956686
13906,4418,LIM789370,PoweredW3YI73Y5FTUNI,36.166443,-86.782414,157.49442498138148,,,
13909,4418,LIM789371,PoweredC5M42FEH36NYJ,36.166606,-86.782494,178.01238547379734,,,
13912,4418,LIM789432,PoweredGCCUGIRTT5OCW,36.165949,-86.781761,221.2293644264574,,,
13915,4418,LIM789515,PoweredGCCUGIRTT5OCW,,,,36.165927,-86.78168,234.44085270273357
13918,4188,LFT267,Powered986329,36.16226,-86.77415,202.18663145414382,,,
13919,4596,LFT305,Powered322551,,,,36.15766,-86.78471,19.817578473101417
13920,4188,LFT473,Powered939383,,,,36.16225,-86.77415,199.18235670557553
13922,4616,LFT478,Powered067374,,,,36.16911,-86.7869,213.71873097741403
13923,4592,LFT557,Powered645659,,,,36.13882,-86.80029,109.82222735143381
13927,4616,LFT692,Powered581025,36.16892,-86.78735,228.1079058613558,,,
13928,4188,LFT992,Powered021910,,,,36.16223,-86.77374,156.09750412423384
13929,4418,LFT1038,Powered954419,36.16588,-86.78205,247.13552512016267,,,
13931,4418,LFT1064,Powered386268,36.16641,-86.78215,89.9105095914093,,,
13934,4418,LFT1126,Powered386268,,,,36.16636,-86.78223,119.67210357647919
13937,125,LFT148,Powered157297,36.1441,-86.79996,74.75092098982628,,,
13938,4616,LFT242,Powered556164,36.16904,-86.78636,213.62730743176846,,,
13939,4188,LFT329,Powered305599,,,,36.16204,-86.7743,180.4559590359195
13940,4430,LFT534,Powered788445,36.16747,-86.78153,244.49599660807763,,,
13941,4418,LFT545,Powered254207,36.16689,-86.78241,197.3157419848544,,,
13943,4418,LFT546,Powered895717,36.16685,-86.78237,178.9492991785989,,,
13945,4188,LFT572,Powered334577,,,,36.16205,-86.77425,169.5829818144983
13946,4188,LFT598,Powered255564,,,,36.16227,-86.774,184.32024223095934
13947,4418,LFT618,Powered254207,,,,36.16685,-86.78241,188.3226880684133
13949,4418,LFT619,Powered895717,,,,36.16684,-86.78237,176.69897641338278
13951,120,LFT682,Powered060757,,,,36.13774,-86.80086,241.25943041937262
13952,487,LFT1354,Powered414680,36.15804,-86.78363,121.73335103121185,,,
13953,4616,LFT819,Powered005537,,,,36.16891,-86.78666,136.9776402756291
13954,4616,LFT820,Powered635347,,,,36.16895,-86.78657,157.53694883929475
13955,487,LFT839,Powered296631,36.15794,-86.78377,169.25679438887164,,,
13956,4596,LFT890,Powered439418,,,,36.1579,-86.78398,213.03370336370665
13958,4596,LFT893,Powered134034,,,,36.15788,-86.78397,213.3004892253147
13960,4596,LFT915,Powered296631,,,,36.1579,-86.78395,221.3097903286088
13962,4596,LFT916,Powered388812,,,,36.15794,-86.78398,218.71824665442807
13964,4188,LFT973,Powered810286,36.16134,-86.77335,208.38509688107973,,,
13965,4422,LFT1007,Powered180269,,,,36.16682,-86.78094,145.04088350317627
13968,4188,LFT1145,Powered810286,,,,36.16135,-86.77338,200.31540775500451
13969,4188,LFT1331,Powered667863,36.16228,-86.77399,186.62719311068386,,,
13970,4592,LFT1385,Powered854328,36.13865,-86.80049,46.40763384242131,,,
13972,4592,LFT1408,Powered617247,36.13863,-86.80045,60.20161802049195,,,
13974,4592,LFT1409,Powered069817,36.13862,-86.8005,49.57601784153755,,,
13976,4596,LFT1468,Powered085395,36.15784,-86.78419,147.3838961630847,,,
13977,4596,LFT1475,Powered144188,36.15787,-86.78426,133.49196343067038,,,
13978,4596,LFT81,Powered144188,,,,36.15783,-86.78423,135.0799544430121
13979,4596,LFT82,Powered085395,,,,36.15786,-86.78425,134.33964360150463
13980,4418,LFT136,Powered978316,36.16641,-86.78205,67.22788911821318,,,
13986,4592,LFT153,Powered266526,,,,36.13846,-86.80057,90.6735667395977
13990,4188,LFT167,Powered519550,36.16228,-86.77414,206.65637643337922,,,
13991,4592,LFT173,Powered266526,,,,36.13863,-86.80051,45.02206819347825
13993,4188,LFT192,Powered570830,36.16179,-86.77372,13.538959688064915,,,
13994,4188,LFT205,Powered147974,36.16169,-86.77363,56.931496375518094,,,
13995,4188,LFT375,Powered670546,36.16126,-86.77391,202.99758264297213,,,
13996,4418,LFT392,Powered890203,,,,36.16591,-86.78218,246.67089066355217
13999,4592,LFT424,Powered069817,,,,36.13867,-86.80057,22.148283303394134
14001,4592,LFT486,Powered585880,,,,36.13891,-86.80031,121.62117437573372
14003,4596,LFT531,Powered809509,36.15791,-86.78398,214.3756530855033,,,
14005,4596,LFT578,Powered809509,,,,36.15791,-86.78403,200.78254025339677
14007,4616,LFT726,Powered147794,36.16882,-86.78652,120.47147236168793,,,
14008,4596,LFT899,Powered722643,36.15784,-86.78428,123.14204150276649,,,
14009,4422,LFT924,Powered402686,,,,36.16616,-86.78081,176.25434557706492
14010,4422,LFT911,Powered978316,,,,36.16624,-86.78072,178.78759326989172
14011,4422,LFT926,Powered794425,,,,36.1662,-86.78087,153.42865311729702
14012,4422,LFT928,Powered309610,,,,36.16621,-86.78076,175.34311542535718
14013,4188,LFT940,Powered547923,36.16165,-86.7743,167.91277018908752,,,
14014,4188,LFT961,Powered228312,36.16131,-86.77365,183.11182464263834,,,
14015,4616,LFT1009,Powered147794,,,,36.16896,-86.78609,244.55387315014957
14016,4596,LFT18,Powered722643,,,,36.15777,-86.7843,108.3991908397754
14017,4418,LFT102,Powered312608,36.16604,-86.78196,185.43054125392283,,,
14020,125,LFT185,Powered293618,36.14395,-86.79971,128.68881393579323,,,
14021,487,LFT196,Powered929790,36.15829,-86.78309,136.72141420627267,,,
14022,4596,LFT201,Powered093039,36.15774,-86.78452,43.52944213541976,,,
14023,4596,LFT230,Powered518084,36.15741,-86.78405,205.3774052458794,,,
14024,487,LFT234,Powered929790,,,,36.15829,-86.78309,136.72141420627267
14025,4596,LFT240,Powered518084,,,,36.15738,-86.78419,177.5935074573354
14026,125,LFT352,Powered293618,,,,36.14383,-86.79977,167.44013057224677
14027,487,LFT422,Powered511674,36.15894,-86.78385,228.2319989562167,,,
14028,487,LFT434,Powered287946,36.15803,-86.78381,145.64121222151604,,,
14029,4188,LFT462,Powered755103,,,,36.16158,-86.77426,167.65869393705844
14030,114,LFT518,Powered838800,36.15143,-86.79882,147.22702892685754,,,
14031,4418,LFT544,Powered707239,,,,36.16673,-86.78236,152.84798875873815
14034,4188,LFT561,Powered346062,,,,36.1621,-86.77409,145.13054150785425
14035,114,LFT588,Powered838800,,,,36.15133,-86.79885,110.43144502819962
14036,4418,LFT613,Powered608532,,,,36.16699,-86.7825,241.3172610174712
14038,4188,LFT63,Powered543108,,,,36.16239,-86.77403,228.384346318695
14039,4188,LFT67,Powered001853,,,,36.16224,-86.77399,173.06952049756723
14040,4418,LFT74,Powered543108,36.16633,-86.78209,97.32177763806601,,,
14043,4418,LFT82,Powered543108,,,,36.1662,-86.78238,190.59293227674175
14046,4418,LFT138,Powered214351,36.16597,-86.78195,210.62827587832516,,,
14049,4418,LFT158,Powered582981,,,,36.16609,-86.78139,223.1257856200682
14053,4596,LFT188,Powered093039,,,,36.15772,-86.78449,49.58588549810424
14054,4596,LFT258,Powered093039,36.15732,-86.78443,150.41206398158948,,,
14055,4188,LFT343,Powered956959,,,,36.16239,-86.77402,227.38474538020168
14056,4596,LFT351,Powered093039,,,,36.1573,-86.78425,185.68952574938348
14057,4188,LFT404,Powered175026,36.16224,-86.77405,180.6499954294438,,,
14058,487,LFT414,Powered287946,,,,36.15805,-86.78378,134.76823711958355
14059,4418,LFT477,Powered939383,,,,36.16602,-86.7814,240.96925232731286
14062,4596,LFT481,Powered974720,36.15772,-86.78442,69.86626310657692,,,
14063,4418,LFT551,Powered695890,,,,36.16603,-86.78135,247.38544280668347
14066,4422,LFT550,Powered815197,,,,36.16597,-86.78133,196.0308310243075
14068,487,LFT583,Powered890203,36.1582,-86.78393,128.96207660493764,,,
14069,487,LFT584,Powered698476,36.15819,-86.78395,135.88500180795046,,,
14070,4422,LFT3,Powered302645,36.16711,-86.78128,222.85192925569433,,,
14073,487,LFT23,Powered698476,,,,36.15822,-86.78394,128.36994964867768
14074,487,LFT24,Powered890203,,,,36.1581,-86.78387,136.6709962758249
14075,4188,LFT87,Powered500085,,,,36.16117,-86.77386,232.9485673124009
14076,4422,LFT123,Powered886495,,,,36.16698,-86.78088,203.5616198499041
14079,4592,LFT151,Powered890203,36.13875,-86.80047,51.049474708537375,,,
14081,4422,LFT166,Powered986389,,,,36.16703,-86.78083,226.81746020142793
14084,4422,LFT182,Powered344628,,,,36.16695,-86.78093,186.74151787646323
14089,4418,LFT261,Powered859498,36.16598,-86.78182,207.53236380662227,,,
14092,487,LFT245,Powered309610,36.1587,-86.78294,215.8742322793218,,,
14093,4596,LFT247,Powered859498,36.15773,-86.78428,111.24826972215851,,,
14094,4422,LFT264,Powered560103,36.16619,-86.78067,201.13923479085054,,,
14095,4596,LFT254,Powered859498,,,,36.15773,-86.78423,125.87945141484518
14096,487,LFT256,Powered309610,,,,36.15822,-86.78274,243.00374018663064
14097,4422,LFT326,Powered283242,36.16655,-86.78068,164.0291286915392,,,
14100,4429,LFT388,Powered952134,36.16583,-86.7817,163.71392293443267,,,
14101,4188,LFT456,Powered812215,36.16234,-86.77402,210.25565398927117,,,
14102,4418,LFT484,Powered952134,,,,36.16588,-86.78197,243.8777642259194
14104,4422,LFT521,Powered809509,,,,36.16626,-86.78052,227.908215813533
14105,4188,LFT547,Powered175026,,,,36.16241,-86.77405,237.2931643578519
14106,4188,LFT548,Powered812215,,,,36.16229,-86.77403,194.50856971302227
14107,4188,LFT570,Powered378021,36.16202,-86.7741,127.10348151181371,,,
14108,4188,LFT572,Powered255564,36.16199,-86.77408,115.76443969103856,,,
14109,4188,LFT79,Powered378021,,,,36.16202,-86.7741,127.10348151181371
14110,4422,LFT88,Powered344628,,,,36.16709,-86.78126,215.26344881538694
14113,4418,LFT170,Powered441411,,,,36.16617,-86.78153,174.18240540644072
14119,4422,LFT128,Powered781390,,,,36.16668,-86.78106,82.91999826830398
14122,4418,LFT187,Powered516098,,,,36.16611,-86.78151,195.259264076252
14127,4418,LFT188,Powered392409,,,,36.1662,-86.7815,171.58217391661168
14133,4422,LFT192,Powered976786,,,,36.1664,-86.78055,204.73070032868785
14134,487,LFT207,Powered070905,36.15861,-86.78301,180.93172292887812,,,
14135,4592,LFT349,Powered890203,,,,36.13847,-86.80059,86.03684299479912
14139,4418,LFT353,Powered831979,,,,36.16615,-86.78158,171.5747753421418
14145,4188,LFT391,Powered255564,,,,36.16204,-86.77413,138.57388094128348
14146,4418,LFT444,Powered976786,36.16687,-86.78122,231.72899517129972,,,
14150,4418,LFT498,Powered859498,36.16691,-86.78118,249.42599774689648,,,
14154,4418,LFT522,Powered205367,36.16605,-86.78185,181.27148834881177,,,
14158,4188,LFT533,Powered163072,36.16231,-86.77403,201.20966338104566,,,
14159,4188,LFT559,Powered132226,36.16126,-86.77392,203.64756936083117,,,
14160,4188,LFT594,Powered981742,36.16209,-86.77407,138.49706011106767,,,
14161,4188,LFT600,Powered132226,,,,36.16124,-86.77388,208.49447556551712
14162,4188,LFT599,Powered163072,,,,36.16206,-86.77411,138.84891131946844
14163,4592,LFT655,Powered810286,36.13868,-86.80051,37.23875742502486,,,
14165,4592,LFT671,Powered890203,,,,36.13865,-86.80056,28.953202821133
14167,4422,LFT96,Powered849836,,,,36.1665,-86.78057,195.48345459463746
14168,4418,LFT47,Powered976786,,,,36.16679,-86.78113,242.65723793866252
14172,4418,LFT48,Powered859498,,,,36.16679,-86.78118,229.01838407552214
14176,4422,LFT100,Powered445189,,,,36.16636,-86.78053,213.57831692689538
14177,4188,LFT123,Powered232338,36.1612,-86.77349,234.48007989864897,,,
14178,4418,LFT159,Powered968428,36.16612,-86.78176,160.24209845095098,,,
14182,4418,LFT167,Powered552055,36.16597,-86.78181,211.49325558070777,,,
14185,4418,LFT184,Powered552055,,,,36.16595,-86.78187,217.43251350819932
14188,4616,LFT192,Powered214302,36.16881,-86.78646,127.85110033818138,,,
14189,4418,LFT237,Powered968428,,,,36.16601,-86.78219,213.87937278205862
14192,4616,LFT411,Powered214302,,,,36.16886,-86.78649,137.54824527904566
14193,4596,LFT473,Powered982090,36.15731,-86.78417,199.07472996950588,,,
14194,4188,LFT479,Powered232338,,,,36.1612,-86.77366,222.31364124672456
14195,487,LFT485,Powered406954,36.15798,-86.78378,157.21689252204405,,,
14196,487,LFT487,Powered457938,36.15797,-86.78377,159.24359089910394,,,
14197,4418,LFT536,Powered909248,36.16676,-86.78233,150.38594951019422,,,
14200,4188,LFT586,Powered812215,36.16219,-86.77396,152.81216714110903,,,
14201,487,LFT618,Powered406954,,,,36.15803,-86.78381,145.64121222151604
14202,487,LFT635,Powered457938,,,,36.15803,-86.78379,142.5516268474134
14203,4418,LFT664,Powered218463,36.16601,-86.78208,202.86504386406733,,,
14206,487,LFT676,Powered786553,36.15805,-86.78367,121.24363594780313,,,
14207,4418,LFT694,Powered218463,,,,36.16595,-86.78217,231.9418389801882
14210,4188,LFT701,Powered132581,36.16197,-86.77452,231.39481116693432,,,
14211,4592,LFT809,Powered472008,36.13809,-86.80049,227.81997274647995,,,
14213,4592,LFT808,Powered915923,36.13832,-86.80062,139.93285435070973,,,
14215,4596,LFT818,Powered231146,,,,36.15814,-86.78403,246.71555761851525
14217,4596,LFT827,Powered732014,,,,36.15789,-86.78422,147.3558712120483
14218,4249,LFT850,Powered926672,36.14968,-86.80132,245.17633080237962,,,
14219,4596,LFT189,Powered982090,,,,36.15731,-86.78417,199.07472996950588
14220,487,LFT531,Powered791236,36.15815,-86.78402,161.0115378288365,,,
14221,4596,LFT532,Powered285882,36.15813,-86.78402,246.52645798284522,,,
14223,4188,LFT629,Powered104259,36.16112,-86.77376,249.44870223860502,,,
14224,4188,LFT638,Powered493989,,,,36.1621,-86.77434,201.7729388481019
14225,487,LFT642,Powered363835,36.1582,-86.78408,169.28307484946194,,,
14226,487,LFT645,Powered698476,36.15817,-86.784,152.331215668118,,,
14227,4188,LFT650,Powered104259,,,,36.16132,-86.77334,216.04376770853133
14228,4596,LFT692,Powered405856,36.158,-86.78401,221.0912091502489,,,
14230,4596,LFT802,Powered392681,,,,36.158,-86.78395,236.46168030025314
14232,4188,LFT853,Powered011320,36.16121,-86.77359,222.50353797365025,,,
14233,487,LFT861,Powered285882,36.15821,-86.78405,159.7157180899015,,,
14234,487,LFT868,Powered097216,36.15825,-86.784,140.98022916901837,,,
14235,487,LFT869,Powered393330,36.15824,-86.78401,144.91351850846166,,,
14236,4188,LFT879,Powered794425,,,,36.16208,-86.77416,154.71888004903795
14237,487,LFT974,Powered393330,,,,36.15821,-86.78398,140.62523960604568
14239,4188,LFT1009,Powered011320,,,,36.16122,-86.77368,214.32676633452982
14240,120,LFT1096,Powered952134,,,,36.13772,-86.80055,239.07032313365542
14241,4188,LFT1110,Powered275981,36.16144,-86.7732,212.45066167697485,,,
14242,487,LFT1127,Powered285882,36.15831,-86.78395,121.45451633780621,,,
14243,487,LFT1128,Powered097216,36.15815,-86.78395,143.37454242954,,,
14244,4188,LFT1148,Powered433338,36.16135,-86.77327,220.23693955289806,,,
14245,487,LFT1181,Powered320868,36.15821,-86.78398,140.62523960604568,,,
14246,487,LFT1186,Powered929790,,,,36.15852,-86.78404,156.7005453432969
14247,487,LFT1182,Powered982090,36.15826,-86.78381,87.4708861002367,,,
14248,4418,LFT1189,Powered542423,36.16614,-86.78167,162.1110087284996,,,
14254,4596,LFT1185,Powered462547,,,,36.15829,-86.7844,231.58028759698774
14255,4418,LFT1203,Powered542423,,,,36.16612,-86.78185,155.7857102646118
14262,487,LFT1247,Powered788160,36.15819,-86.784,149.03821832593422,,,
14263,4188,LFT1250,Powered733559,36.16204,-86.77414,140.88856465950462,,,
14264,487,LFT1254,Powered146965,36.15889,-86.78371,197.53757189517572,,,
14265,487,LFT1342,Powered912125,,,,36.15825,-86.78409,166.48364469248827
14266,487,LFT1384,Powered146965,,,,36.15886,-86.78377,192.33445313181753
14267,487,LFT1519,Powered982090,,,,36.15828,-86.784,138.08363018678145
14268,487,LFT1405,Powered788160,,,,36.15824,-86.78406,158.96319540270383
14269,4188,LFT1411,Powered106748,,,,36.16204,-86.77444,217.58088722586902
14270,4188,LFT1412,Powered576125,,,,36.16208,-86.77447,231.71924089346183
14271,4429,LFT1423,Powered358549,36.16576,-86.78181,182.86546394574933,,,
14272,4592,LFT1435,Powered493989,36.13857,-86.80054,55.7846208888368,,,
14274,4418,LFT1444,Powered922404,36.1666,-86.7822,92.14418697997789,,,
14279,4418,LFT1494,Powered689682,36.16664,-86.7823,124.35110662477906,,,
14282,4592,LFT102,Powered329834,36.13814,-86.80055,207.07262146944714,,,
14284,4592,LFT108,Powered915923,,,,36.13833,-86.80051,140.976095617931
14288,4418,LFT131,Powered925565,,,,36.16666,-86.78234,137.76495420964926
14291,4418,LFT139,Powered922404,,,,36.16666,-86.78231,129.368783242034
14294,487,LFT456,Powered739143,36.15828,-86.78396,126.62616603257851,,,
14295,4596,LFT540,Powered739143,36.15767,-86.78525,175.89991152699784,,,
14297,4418,LFT560,Powered484295,,,,36.16665,-86.78228,119.81824481154797
14300,487,LFT561,Powered338458,36.15821,-86.78402,151.48428247699525,,,
14301,487,LFT562,Powered282634,36.15815,-86.78402,161.0115378288365,,,
14302,4418,LFT583,Powered515881,,,,36.16651,-86.78243,158.25981354168502
14305,4596,LFT714,Powered707450,36.1572,-86.78417,228.90167106230084,,,
14306,4596,LFT776,Powered707450,,,,36.15724,-86.78414,223.57102574966996
14307,4188,LFT791,Powered788160,,,,36.16223,-86.77399,169.70736631441937
14308,4188,LFT792,Powered433338,,,,36.16206,-86.77435,196.897173957176
14309,4188,LFT793,Powered382538,,,,36.16203,-86.77455,246.42255362468256
14310,4422,LFT959,Powered106748,,,,36.1663,-86.78087,129.78550318414702
14312,487,LFT995,Powered773514,,,,36.15857,-86.7841,180.08638866434364
14314,487,LFT1021,Powered773514,,,,36.15844,-86.78336,60.61590898756222
14315,487,LFT1022,Powered809509,,,,36.15843,-86.78332,70.066224595532
14316,4188,LFT1092,Powered726876,,,,36.16154,-86.77374,96.29270202245755
14317,4422,LFT1201,Powered321410,36.16638,-86.78071,160.41207030023628,,,
14318,4596,LFT1248,Powered229082,36.1582,-86.7842,229.38308892818597,,,
14320,487,LFT1249,Powered654594,36.15823,-86.78412,176.96301069128555,,,
14321,487,LFT1263,Powered755103,36.15837,-86.78285,204.64979271795104,,,
14322,4616,LFT1288,Powered474936,36.16894,-86.78676,146.2603695370738,,,
14323,4188,LFT41,Powered970030,36.16171,-86.7739,52.778198416458814,,,
14324,4188,LFT39,Powered796344,36.16198,-86.77415,131.1506935177986,,,
14325,4418,LFT64,Powered700684,,,,36.16656,-86.78241,151.94454914965928
14328,4616,LFT105,Powered474936,,,,36.16884,-86.78674,109.57316998263295
14330,4188,LFT116,Powered358639,,,,36.16237,-86.77397,215.88916759551927
14332,4616,LFT135,Powered474936,,,,36.16894,-86.78674,146.09385763989107
14333,4422,LFT175,Powered321410,,,,36.16663,-86.78099,85.75011460597541
14336,120,LFT185,Powered655047,36.13781,-86.80065,205.42126372250954,,,
14337,120,LFT199,Powered655047,,,,36.13794,-86.80056,158.83247319319446
14338,4188,LFT395,Powered459564,36.16204,-86.77449,231.18163261911457,,,
14339,4188,LFT398,Powered248943,36.16206,-86.77446,225.93923280133652,,,
14340,4188,LFT473,Powered051371,36.16198,-86.77454,238.05433305694694,,,
14341,4188,LFT525,Powered584081,36.16225,-86.77399,176.4432067276405,,,
14342,4596,LFT532,Powered027850,36.15773,-86.78425,120.02366627588648,,,
14343,4596,LFT533,Powered456361,36.15772,-86.78423,125.50803530303327,,,
14344,4596,LFT548,Powered739143,,,,36.15781,-86.78424,129.7085569089933
14345,4188,LFT631,Powered459564,,,,36.16215,-86.77437,219.30719902346888
14346,4188,LFT633,Powered129489,,,,36.16209,-86.77444,225.4687862220469
14347,4596,LFT687,Powered456361,,,,36.15771,-86.78424,122.29841213729188
14349,4596,LFT696,Powered456361,,,,36.15773,-86.78426,117.09734715979623
14350,4596,LFT40,Powered027850,,,,36.15773,-86.78427,114.17218456440663
14351,4418,LFT119,Powered229091,,,,36.16696,-86.78254,243.18577473002858
14355,4418,LFT139,Powered661244,36.16589,-86.7818,240.8551966525606,,,
14357,4188,LFT166,Powered167387,36.16204,-86.77455,247.67516381755817,,,
14358,4429,LFT210,Powered333489,,,,36.16579,-86.78169,178.55576089454865
14359,4188,LFT191,Powered656026,,,,36.16229,-86.77401,192.19728654190556
14360,4188,LFT194,Powered621711,,,,36.16227,-86.774,184.32024223095934
14361,4188,LFT212,Powered045472,36.16243,-86.77403,242.1501824835014,,,
14362,4188,LFT213,Powered903298,36.16244,-86.77405,247.56023568635283,,,
14363,4418,LFT260,Powered143009,36.16608,-86.78207,177.49400700510128,,,
14366,4429,LFT284,Powered661244,,,,36.16576,-86.78178,183.80435866491783
14367,4429,LFT285,Powered904838,,,,36.1658,-86.78183,167.88623795879582
14368,4425,LFT354,Powered755103,36.16742,-86.78161,244.35867072200648,,,
14371,4425,LFT358,Powered755103,,,,36.16742,-86.78161,244.35867072200648
14373,4418,LFT493,Powered809509,36.16689,-86.78205,134.0337705127435,,,
14378,4418,LFT522,Powered372387,,,,36.16596,-86.78189,213.66039100359342
14381,4418,LFT523,Powered229091,,,,36.16696,-86.78251,236.33286595377024
14383,4431,LFT524,Powered335995,,,,36.16695,-86.7826,221.36364971271502
14384,4431,LFT549,Powered018433,,,,36.167,-86.78263,239.5119777577272
14385,4596,LFT562,Powered360219,,,,36.15794,-86.78399,216.04219950857458
14387,4429,LFT67,Powered684110,36.16563,-86.7818,230.4281047806462,,,
14388,4188,LFT93,Powered318068,36.16169,-86.77389,55.72756260900367,,,
14389,4616,LFT167,Powered444878,36.16899,-86.78662,167.871143097298,,,
14390,487,LFT312,Powered908330,36.15805,-86.78333,131.53571955148752,,,
14391,487,LFT377,Powered908330,,,,36.15817,-86.78318,129.01586683657825
14392,4418,LFT387,Powered874918,36.167,-86.78129,243.7919302989686,,,
14396,4418,LFT481,Powered804554,36.16592,-86.78189,228.26897523867652,,,
14399,4418,LFT485,Powered684110,36.16604,-86.78185,184.91411258491956,,,
14403,4596,LFT538,Powered516339,,,,36.15775,-86.78422,129.84017668320746
14404,4596,LFT539,Powered536423,,,,36.15816,-86.78412,232.9390683874547
14406,4418,LFT573,Powered437467,36.16688,-86.78216,145.17011179150413,,,
14411,4188,LFT575,Powered781390,36.1616,-86.77426,164.23449508623648,,,
14412,114,LFT597,Powered070121,36.15161,-86.79917,205.2655552973462,,,
14413,4430,LFT621,Powered893449,,,,36.16747,-86.78148,243.44483562275758
14414,4425,LFT622,Powered175119,,,,36.16745,-86.78148,249.62856466971968
14416,4188,LFT82,Powered047053,36.16202,-86.77409,124.81179151998386,,,
14417,4422,LFT93,Powered663730,,,,36.16599,-86.78105,194.2721820710547
14418,4429,LFT131,Powered005537,36.16584,-86.78197,156.36671189236355,,,
14419,4596,LFT136,Powered468043,36.15783,-86.78426,126.93600449526136,,,
14420,4429,LFT268,Powered065897,,,,36.16563,-86.78156,246.27236023673873
14421,487,LFT266,Powered322551,,,,36.15801,-86.78367,135.22381468047382
14422,4422,LFT334,Powered759730,,,,36.16643,-86.78061,185.51059723085226
14423,4188,LFT499,Powered101894,36.16124,-86.7738,205.90963798937372,,,
14424,487,LFT504,Powered907351,,,,36.15803,-86.78366,127.39297032895306
14426,4188,LFT520,Powered047053,,,,36.16195,-86.77407,105.24645618404742
14428,4188,LFT526,Powered101894,,,,36.16112,-86.77371,249.93619693908653
14430,4188,LFT549,Powered047053,,,,36.16196,-86.77411,117.2893205847618
14431,4188,LFT653,Powered585880,36.16119,-86.77351,235.98355103531028,,,
14432,4188,LFT665,Powered977203,36.16207,-86.77438,206.41676089195218,,,
14433,4188,LFT668,Powered415270,36.16208,-86.77437,205.59499871237634,,,
14434,4188,LFT669,Powered586353,36.16207,-86.77438,206.41676089195218,,,
14435,4188,LFT708,Powered849836,36.1621,-86.77441,219.45778404320654,,,
14436,487,LFT758,Powered788445,,,,36.1581,-86.78366,102.9952046283284
14438,4425,LFT761,Powered736457,36.16733,-86.78144,205.3093873639531,,,
14440,4188,LFT785,Powered590962,36.16192,-86.77405,94.80235799153064,,,
14441,4188,LFT797,Powered415270,,,,36.16208,-86.77436,203.0332290497144
